S.No.,CITY 1,CITY 2,"PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2","FREIGHT TO CITY 2","FREIGHT FROM CITY 2","MAIL TO CITY 2","MAIL FROM CITY 2"
212,CHANDIGARH,PATNA,"3,208","3,194",13.3,0.0,0.0,0.0
213,CHANDIGARH,PUNE,"5,493","5,286",43.7,13.0,0.0,0.0
214,CHANDIGARH,SRINAGAR,"11,303","10,354",10.6,7.6,0.0,0.7
215,CHANDIGARH,VADODARA,-,173,-,0.0,-,0.0
216,CHENNAI,COIMBATORE,"32,581","30,305",22.0,6.2,0.1,0.0
217,CHENNAI,DABOLIM,"5,168","5,341",3.1,17.5,0.2,0.5
218,CHENNAI,DARBHANGA,417,380,0.0,0.6,0.0,0.0
219,CHENNAI,DEHRA DUN,941,"1,001",0.5,22.4,0.0,0.0
220,CHENNAI,DELHI,"78,095","88,243","1,217.4","1,069.2",50.2,24.1
221,CHENNAI,DIBRUGARH,435,660,0.0,4.6,0.0,0.0
222,CHENNAI,DURGAPUR,"5,231","5,526",1.8,3.4,0.0,0.0
223,CHENNAI,GORAKHPUR,249,-,0.0,-,0.0,-
224,CHENNAI,GUWAHATI,"14,406","16,768",147.2,27.3,4.3,0.2
225,CHENNAI,HUBLI,"1,594","1,645",0.0,0.3,0.3,0.0
226,CHENNAI,HYDERABAD,"41,854","44,288",572.2,667.4,28.1,27.9
227,CHENNAI,INDORE,"2,875","3,703",82.9,64.3,4.3,1.4
228,CHENNAI,JABALPUR,64,180,0.0,0.1,0.0,0.0
229,CHENNAI,JAIPUR,"5,193","5,711",23.9,100.8,4.1,0.5
230,CHENNAI,JODHPUR,"5,144","5,372",1.1,0.0,0.0,0.0
231,CHENNAI,KADAPA,195,368,0.0,0.0,0.0,0.0
232,CHENNAI,KANNUR,"2,297","2,196",0.1,0.0,0.0,0.0
233,CHENNAI,KOCHI,"21,462","20,870",29.1,34.2,11.1,2.6
234,CHENNAI,KOLHAPUR,-,4,-,0.0,-,0.0
235,CHENNAI,KOLKATA,"45,043","47,135",348.6,420.2,8.1,2.7
236,CHENNAI,KOZHIKODE,"2,137","2,218",0.7,0.0,0.4,0.0
237,CHENNAI,KURNOOL,689,713,0.0,0.0,0.0,0.0
238,CHENNAI,LUCKNOW,"3,975","4,108",20.4,12.0,6.1,0.9
239,CHENNAI,MADURAI,"14,354","13,816",1.7,9.1,0.8,1.9
240,CHENNAI,MANGALORE,"2,219","2,269",0.1,0.0,1.0,0.0
241,CHENNAI,MUMBAI,"67,031","72,220",587.2,521.5,41.7,30.6
242,CHENNAI,MYSORE,"1,935","2,032",0.1,0.0,0.0,0.0
243,CHENNAI,NAGPUR,"3,047","2,377",5.6,4.2,0.5,0.0
244,CHENNAI,NASIK,186,176,0.0,0.0,0.0,0.0
245,CHENNAI,PATNA,"5,575","6,160",28.2,3.7,3.9,1.3
246,CHENNAI,PORT BLAIR,"15,730","17,002",122.3,77.3,6.9,4.0
247,CHENNAI,PUNE,"23,638","24,319",344.6,244.8,7.0,4.3
248,CHENNAI,RAIPUR,"2,783","3,006",9.1,1.2,1.5,0.9
249,CHENNAI,RAJAHMUNDRY,"1,435","1,649",0.0,0.0,0.0,0.0
250,CHENNAI,RANCHI,"3,229","3,845",22.5,3.7,3.9,0.0
251,CHENNAI,SHIRDI,"6,732","6,469",27.2,8.4,1.8,0.0
252,CHENNAI,SRINAGAR,"1,057","1,105",0.0,52.0,0.0,0.0
253,CHENNAI,SURAT,"3,329","3,989",62.4,15.5,3.3,0.7
254,CHENNAI,TIRUCHIRAPALLY,"7,256","5,963",0.9,0.1,0.2,0.0
255,CHENNAI,TIRUPATI,42,-,0.0,-,0.0,-
256,CHENNAI,TRIVANDRUM,"15,465","14,887",6.1,0.5,6.4,2.4
257,CHENNAI,TUTICORIN,"7,603","7,138",0.1,0.0,0.0,0.0
258,CHENNAI,VADODARA,"1,360","1,499",10.7,6.8,0.0,0.1
259,CHENNAI,VARANASI,"2,725","2,720",3.4,6.5,2.3,0.0
260,CHENNAI,VIJAYAWADA,"3,033","3,359",1.7,1.1,1.2,0.0
261,CHENNAI,VISAKHAPATNAM,"9,358","11,323",25.2,18.6,4.8,2.7
262,COIMBATORE,DABOLIM,519,-,0.0,-,0.0,-
263,COIMBATORE,DELHI,"12,266","14,279",92.8,101.5,0.0,3.3
264,COIMBATORE,GUWAHATI,499,245,0.3,0.0,0.0,0.0
265,COIMBATORE,HYDERABAD,"19,965","21,182",57.4,14.7,0.0,0.0
266,COIMBATORE,JAIPUR,533,539,2.6,1.3,0.0,0.0
267,COIMBATORE,KOZHIKODE,172,-,0.0,-,0.0,-
268,COIMBATORE,MANGALORE,-,72,-,0.0,-,0.0
269,COIMBATORE,MUMBAI,"16,684","17,127",111.8,123.0,4.9,6.5
270,COIMBATORE,MYSORE,58,-,0.0,-,0.0,-
271,COIMBATORE,PUNE,"4,664","3,733",6.8,16.9,0.0,0.4
272,COIMBATORE,SURAT,"1,081",944,0.0,0.1,0.0,0.0
273,COIMBATORE,TIRUPATI,406,446,0.0,0.0,0.0,0.0
274,COIMBATORE,VISAKHAPATNAM,-,275,-,0.0,-,0.0
275,DABOLIM,DELHI,"66,739","65,253",111.6,192.4,1.8,1.3
276,DABOLIM,GUWAHATI,827,3,0.4,0.0,0.0,0.0
277,DABOLIM,HYDERABAD,"47,290","42,553",40.9,26.6,0.4,0.0
278,DABOLIM,INDORE,"3,804","3,894",0.2,1.0,0.1,0.0
279,DABOLIM,JAIPUR,"3,354","3,251",1.6,1.0,0.1,0.0
280,DABOLIM,KOLKATA,"8,161","7,428",18.1,29.4,0.8,0.0
281,DABOLIM,LUCKNOW,"4,009","4,001",3.8,2.0,0.4,0.0
282,DABOLIM,MUMBAI,"98,508","96,112",107.3,123.5,3.8,11.5
283,DABOLIM,MYSORE,"1,241","1,272",0.0,0.0,0.0,0.0
284,DABOLIM,NAGPUR,"2,565","2,717",1.7,0.0,0.1,0.0
285,DABOLIM,PUNE,"9,809","8,960",4.0,1.0,0.0,0.0
286,DABOLIM,RAIPUR,"1,175","1,050",0.1,0.1,0.1,0.0
287,DABOLIM,RAJKOT,"2,344","2,166",0.0,0.0,0.0,0.0
288,DABOLIM,SURAT,"6,506","6,031",10.4,13.6,0.1,0.0
289,DARBHANGA,DELHI,"9,779","9,548",20.0,27.9,0.0,0.0
290,DARBHANGA,HYDERABAD,"2,743","2,744",3.4,0.1,0.0,0.0
291,DARBHANGA,KOLKATA,"2,556","2,473",7.0,0.3,0.0,0.0
292,DARBHANGA,MUMBAI,"9,905","10,470",38.3,19.9,0.0,0.0
293,DEHRA DUN,DELHI,"31,652","34,343",15.3,9.2,0.1,0.0
294,DEHRA DUN,GUWAHATI,838,744,0.1,0.0,0.0,0.0
295,DEHRA DUN,HYDERABAD,"5,160","4,945",0.3,3.3,0.0,0.0
296,DEHRA DUN,JAIPUR,"3,967","4,466",0.0,0.2,0.0,0.0
297,DEHRA DUN,KOLKATA,"2,678","2,678",1.4,0.9,0.0,0.0
298,DEHRA DUN,LUCKNOW,"4,374","4,425",0.0,0.0,0.0,0.7
299,DEHRA DUN,MUMBAI,"18,317","19,856",7.1,13.4,0.0,3.0
300,DEHRA DUN,PANTNAGAR,"1,085","1,115",0.0,0.0,0.0,0.0
301,DEHRA DUN,PUNE,772,660,0.2,0.7,0.0,0.4
302,DEHRA DUN,VARANASI,"1,308","1,347",0.6,1.6,0.0,0.0
303,DELHI,DHARAMSALA,"9,589","7,751",0.0,0.0,0.0,0.0
304,DELHI,DIBRUGARH,"12,914","8,272",34.7,2.2,2.6,3.0
305,DELHI,DIMAPUR,"2,609","2,643",2.0,6.3,0.0,2.7
306,DELHI,DURGAPUR,"4,576","4,668",0.5,1.4,0.0,0.0
307,DELHI,GAYA,"4,250","4,328",0.3,0.0,0.0,0.0
308,DELHI,GORAKHPUR,"14,728","13,762",17.5,21.0,14.4,0.0
309,DELHI,GUWAHATI,"55,032","55,233",388.0,175.8,28.2,15.9
310,DELHI,GWALIOR,"1,098","1,477",0.3,0.0,0.0,0.0
311,DELHI,HYDERABAD,"115,216","106,326","1,161.8","1,152.0",27.6,5.8
312,DELHI,IMPHAL,"9,865","9,395",90.7,123.1,7.4,0.7
313,DELHI,INDORE,"30,815","31,666",207.7,152.7,13.8,10.1
314,DELHI,JABALPUR,"8,642","7,965",7.5,7.5,0.0,0.0
315,DELHI,JAGDALPUR,107,316,0.0,0.0,0.0,0.0
316,DELHI,JAIPUR,"18,226","16,936",36.5,52.6,0.0,18.5
317,DELHI,JAMMU,"38,809","43,659",55.2,29.0,0.4,0.0
318,DELHI,JHARSUGUDA,"5,689","5,617",5.8,0.0,0.0,0.0
319,DELHI,JODHPUR,"6,504","6,835",1.7,0.1,0.0,0.0
320,DELHI,JORHAT,"1,107","1,191",0.0,0.0,0.0,0.0
321,DELHI,KANDLA,"2,524","2,032",0.0,0.0,0.0,0.0
322,DELHI,KANNUR,"1,640","1,381",0.9,0.0,0.0,0.0
323,DELHI,KANPUR,"2,523","2,452",1.9,0.0,0.0,0.0
324,DELHI,KHAJURAHO,516,488,0.0,0.0,0.0,0.0
325,DELHI,KOCHI,"41,691","39,100",390.0,109.0,21.1,6.1
326,DELHI,KOLKATA,"117,834","111,106","1,644.5","1,982.0",51.6,56.4
327,DELHI,KOZHIKODE,"7,072","6,955",22.6,1.5,1.1,0.0
328,DELHI,KULLU,846,279,0.0,0.0,0.0,0.0
329,DELHI,LEH,"60,408","50,707",157.1,7.4,4.9,0.0
330,DELHI,LUCKNOW,"46,238","45,318",184.9,98.9,38.3,15.3
331,DELHI,MADURAI,"4,591","4,333",22.2,32.7,0.0,0.0
332,DELHI,MANGALORE,498,467,0.0,0.0,0.0,0.0
333,DELHI,MUMBAI,"257,349","254,051","3,183.1","2,540.0",46.3,59.2
334,DELHI,NAGPUR,"26,300","26,836",228.2,70.0,10.2,3.7
335,DELHI,NASIK,594,678,0.0,0.0,0.0,0.0
336,DELHI,PAKYONG,"1,159","1,074",0.0,0.0,0.0,0.0
337,DELHI,PANTNAGAR,"4,485","3,851",0.5,0.0,0.0,0.0
